Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor
2024,Spring,2024-sp,AAS,100,Intro Asian American Studies,DIS,2,4,5,2,4,3,2,0,0,0,0,0,0,0,"Zheng, Reanne"
2024,Spring,2024-sp,AAS,100,Intro Asian American Studies,DIS,5,11,4,0,1,0,0,0,1,0,0,0,0,0,"Wang, Yu"
2024,Spring,2024-sp,AAS,200,U.S. Race and Empire,LCD,0,31,1,0,1,0,0,0,0,0,0,0,1,0,"Sawada, Emilia R"
2024,Spring,2024-sp,ABE,152,Water in Global Environment,ONL,161,77,0,0,4,0,0,0,0,0,0,0,2,1,"Kalita, Prasanta K"
2024,Spring,2024-sp,ABE,498,Special Topics,LCD,8,29,6,2,0,0,0,0,0,0,0,0,0,1,"Wang, Xinlei"
2024,Spring,2024-sp,ACCY,200,Fundamentals of Accounting,ONL,43,59,32,23,20,6,4,1,0,2,1,0,5,0,"Zhang, Li"
2024,Spring,2024-sp,ACCY,200,Fundamentals of Accounting,ONL,98,82,40,26,22,8,8,6,0,2,1,0,0,0,"Green, Danielle H"
2024,Spring,2024-sp,ACCY,200,Fundamentals of Accounting,LCD,11,11,4,5,3,2,0,0,0,0,1,0,0,0,"Zhang, Li"
2024,Spring,2024-sp,ACCY,201,Accounting and Accountancy I,LEC,57,32,15,9,11,10,7,10,9,0,3,6,4,4,"Fisher, Mitchell B"
2024,Spring,2024-sp,ACCY,201,Accounting and Accountancy I,LEC,94,38,20,12,8,5,5,9,6,1,0,4,1,1,"Fisher, Mitchell B"
2024,Spring,2024-sp,ACCY,201,Accounting and Accountancy I,LEC,10,5,2,3,0,1,0,0,1,0,0,0,0,1,"Fisher, Mitchell B"
2024,Spring,2024-sp,ACCY,202,Accounting and Accountancy II,LEC,28,41,26,26,31,17,13,13,6,0,5,0,1,0,"Shapland, Julia P"
2024,Spring,2024-sp,ACCY,202,Accounting and Accountancy II,LEC,5,21,18,16,33,13,12,9,8,0,3,0,3,1,"Shapland, Julia P"
2024,Spring,2024-sp,ACCY,202,Accounting and Accountancy II,LEC,9,9,3,2,3,1,0,1,1,0,0,0,0,0,"Shapland, Julia P"
2024,Spring,2024-sp,ACCY,301,Atg Measurement & Disclosure,LCD,9,5,7,4,1,2,0,0,1,1,0,0,0,0,"Pieper, Lena"
2024,Spring,2024-sp,ACCY,301,Atg Measurement & Disclosure,LCD,1,3,8,2,7,3,2,2,2,0,0,0,0,0,"Johnson, Jennifer A"
2024,Spring,2024-sp,ACCY,301,Atg Measurement & Disclosure,LCD,3,5,3,7,4,7,1,1,0,0,0,0,1,0,"Johnson, Jennifer A"
2024,Spring,2024-sp,ACCY,301,Atg Measurement & Disclosure,LCD,1,11,6,6,1,1,2,0,1,0,0,0,0,0,"Mongold, Cassie A"
2024,Spring,2024-sp,ACCY,301,Atg Measurement & Disclosure,LCD,3,8,4,1,5,1,3,2,2,0,1,0,0,0,"Pieper, Lena"
2024,Spring,2024-sp,ACCY,301,Atg Measurement & Disclosure,LCD,0,11,3,2,4,3,3,0,2,0,0,0,0,1,"Mongold, Cassie A"
2024,Spring,2024-sp,ACCY,302,Decision Making for Atg,LCD,5,8,7,6,2,1,1,1,1,0,0,0,0,0,"Sani, Jalal"
2024,Spring,2024-sp,ACCY,302,Decision Making for Atg,LCD,11,6,2,5,4,2,2,0,0,0,0,0,0,0,"Sani, Jalal"
2024,Spring,2024-sp,ACCY,302,Decision Making for Atg,LCD,8,5,2,5,5,3,1,1,0,0,0,0,0,0,"Sani, Jalal"
2024,Spring,2024-sp,ACCY,302,Decision Making for Atg,LCD,2,7,9,4,3,3,4,0,0,0,0,0,0,0,"Sani, Jalal"
2024,Spring,2024-sp,ACCY,302,Decision Making for Atg,LCD,4,7,7,5,2,2,1,1,1,1,1,0,0,0,"Samet, Jordan A"
2024,Spring,2024-sp,ACCY,302,Decision Making for Atg,LCD,7,7,3,5,4,2,1,2,0,0,1,0,1,0,"Sani, Jalal"
2024,Spring,2024-sp,ACCY,303,Atg Institutions and Reg,LCD,3,14,6,4,2,2,0,1,0,0,0,0,0,0,"Schwartz, Rachel"
2024,Spring,2024-sp,ACCY,303,Atg Institutions and Reg,LCD,11,2,3,3,4,4,1,1,2,0,0,0,0,0,"Pachera, Susan"
2024,Spring,2024-sp,ACCY,303,Atg Institutions and Reg,LCD,1,5,3,0,6,3,2,1,0,0,2,0,3,0,"Schwartz, Rachel"
2024,Spring,2024-sp,ACCY,303,Atg Institutions and Reg,LCD,6,14,3,2,4,1,0,0,0,0,1,0,0,0,"Schwartz, Rachel"
2024,Spring,2024-sp,ACCY,303,Atg Institutions and Reg,LCD,9,5,6,2,3,1,1,3,1,0,1,0,0,0,"Pachera, Susan"
2024,Spring,2024-sp,ACCY,303,Atg Institutions and Reg,LCD,4,8,6,4,2,2,4,0,0,1,1,0,0,0,"Pachera, Susan"
2024,Spring,2024-sp,ACCY,304,Accounting Control Systems,LCD,2,9,5,3,12,1,0,1,0,0,0,0,0,0,"Kink, Dawn M"
2024,Spring,2024-sp,ACCY,304,Accounting Control Systems,LCD,1,8,8,2,8,1,0,2,0,0,1,0,0,0,"Hayne, Christie"
2024,Spring,2024-sp,ACCY,304,Accounting Control Systems,LCD,4,10,4,4,3,1,1,1,1,1,2,0,0,0,"Hayne, Christie"
2024,Spring,2024-sp,ACCY,304,Accounting Control Systems,LCD,1,9,7,3,9,1,2,0,0,0,0,0,0,1,"Kink, Dawn M"
2024,Spring,2024-sp,ACCY,304,Accounting Control Systems,LCD,5,7,6,2,5,5,1,2,0,0,0,0,0,0,"Dahle, Andrew J"
2024,Spring,2024-sp,ACCY,304,Accounting Control Systems,LCD,3,6,3,2,4,0,1,3,0,0,0,0,0,0,"Hayne, Christie"
2024,Spring,2024-sp,ACCY,312,Principles of Taxation,LCD,1,9,4,7,4,0,0,1,0,0,0,0,0,0,"Hutchens, Michelle L"
2024,Spring,2024-sp,ACCY,312,Principles of Taxation,LCD,0,5,2,4,5,5,0,0,1,1,0,0,1,0,"Hutchens, Michelle L"
2024,Spring,2024-sp,ACCY,312,Principles of Taxation,LCD,0,6,6,4,3,3,1,1,0,0,0,0,0,0,"Hutchens, Michelle L"
2024,Spring,2024-sp,ACCY,312,Principles of Taxation,LCD,6,5,0,6,4,0,0,2,0,0,1,0,0,0,"Osswald, Benjamin"
2024,Spring,2024-sp,ACCY,312,Principles of Taxation,LCD,1,6,3,3,10,3,0,1,0,0,0,0,0,0,"Osswald, Benjamin"
2024,Spring,2024-sp,ACCY,312,Principles of Taxation,LCD,0,8,3,3,4,3,0,2,0,0,0,0,0,0,"Holder, Charles B"
2024,Spring,2024-sp,ACCY,398,Practical Problems in Atg,ONL,0,84,0,0,1,0,0,4,0,0,0,0,0,0,"Hutchens, Matthew"
2024,Spring,2024-sp,ACCY,405,Assurance and Attestation,LCD,0,16,2,1,8,0,0,0,0,0,0,0,0,0,"Rogowski, Edward J"
2024,Spring,2024-sp,ACCY,405,Assurance and Attestation,LCD,3,7,8,5,3,0,1,0,0,0,0,0,0,0,"Chatterton, Angel"
2024,Spring,2024-sp,ACCY,405,Assurance and Attestation,LCD,0,8,9,5,3,1,1,0,0,0,0,0,0,0,"Ciconte, William"
2024,Spring,2024-sp,ACCY,405,Assurance and Attestation,LCD,7,4,2,5,7,0,1,0,0,0,0,0,0,0,"Dahle, Andrew J"
2024,Spring,2024-sp,ACCY,405,Assurance and Attestation,LCD,0,3,7,4,1,3,1,1,0,0,2,0,0,0,"Ciconte, William"
2024,Spring,2024-sp,ACCY,410,Advanced Financial Reporting,LCD,2,5,3,3,4,2,1,1,0,0,0,0,0,0,"Kustanovich, Michael"
2024,Spring,2024-sp,ACCY,410,Advanced Financial Reporting,LCD,2,4,4,2,4,1,0,3,0,1,1,0,0,0,"Steward, Cynthia G"
2024,Spring,2024-sp,ACCY,410,Advanced Financial Reporting,LCD,4,4,6,6,4,0,0,0,0,0,0,0,2,0,"Chen, Ciao-Wei"
2024,Spring,2024-sp,ACCY,410,Advanced Financial Reporting,LCD,0,4,7,3,10,4,1,1,0,0,0,0,0,0,"Kustanovich, Michael"
2024,Spring,2024-sp,ACCY,410,Advanced Financial Reporting,LCD,6,5,3,1,5,3,1,1,0,0,0,0,0,0,"Steward, Cynthia G"
2024,Spring,2024-sp,ACCY,410,Advanced Financial Reporting,LCD,2,1,8,1,6,4,2,2,1,0,0,0,0,0,"Chen, Ciao-Wei"
2024,Spring,2024-sp,ACCY,449,Tax in Action - VITA,ONL,0,49,0,0,3,0,0,0,0,0,0,0,0,0,"Alt, Amanda J"
2024,Spring,2024-sp,ACCY,451,Advanced Income Tax Problems,LCD,10,2,5,1,2,0,0,1,1,0,0,0,0,0,"Alt, Amanda J"
2024,Spring,2024-sp,ACCY,451,Advanced Income Tax Problems,LCD,0,15,0,0,11,0,0,4,0,0,1,0,0,0,"Holder, Daniel E"
2024,Spring,2024-sp,ACCY,451,Advanced Income Tax Problems,LCD,0,15,1,1,1,0,1,2,0,0,0,0,0,0,"Holder, Charles B"
2024,Spring,2024-sp,ACCY,451,Advanced Income Tax Problems,LCD,11,7,2,0,5,2,1,2,1,0,0,0,0,0,"Alt, Amanda J"
2024,Spring,2024-sp,ACCY,500,"Atg Measuremnt, Rpting & Cntrl",ONL,320,119,33,26,17,4,0,0,0,1,0,0,3,0,"Urcan, Oktay"
2024,Spring,2024-sp,ACCY,501,Accounting Analysis I A,ONL,11,39,14,13,9,1,0,2,0,0,0,0,5,1,"Augusto Sampaio, Gerlando"
2024,Spring,2024-sp,ACCY,501,Accounting Analysis I B,ONL,24,22,16,10,9,4,5,2,1,0,0,0,3,0,"Augusto Sampaio, Gerlando"
2024,Spring,2024-sp,ACCY,502,Accounting Analysis II A,ONL,21,33,14,15,16,5,6,5,3,0,0,0,0,2,"Evans, Margaret C"
2024,Spring,2024-sp,ACCY,502,Accounting Analysis II B,ONL,16,36,10,12,19,9,4,7,2,0,0,0,0,0,"Evans, Margaret C"
2024,Spring,2024-sp,ACCY,503,Managerial Accounting,LCD,0,8,5,5,12,2,5,3,0,0,0,0,0,0,"Herbold, T J"
2024,Spring,2024-sp,ACCY,503,Managerial Accounting A,ONL,18,51,30,30,21,3,3,3,1,0,0,0,2,0,"Hecht, Gary W"
2024,Spring,2024-sp,ACCY,503,Managerial Accounting B,ONL,23,70,25,15,14,6,4,3,1,0,0,0,2,1,"Hecht, Gary W"
2024,Spring,2024-sp,ACCY,503,Managerial Accounting,ONL,525,257,82,27,27,11,5,6,4,1,1,0,18,0,"Chen, Xiaoling"
2024,Spring,2024-sp,ACCY,503,Managerial Accounting,ONL,34,19,6,4,3,1,2,0,0,0,0,0,8,0,"Chen, Xiaoling"
2024,Spring,2024-sp,ACCY,507,Taxation of Bus Entities A,ONL,5,26,13,8,9,3,2,0,0,0,1,0,0,0,"Evans, Margaret C"
2024,Spring,2024-sp,ACCY,507,Taxation of Bus Entities B,ONL,18,24,0,14,3,2,1,0,0,0,0,1,0,0,"Evans, Margaret C"
2024,Spring,2024-sp,ACCY,510,Financial Reporting Standards,LCD,0,12,3,4,8,2,1,0,0,0,0,0,0,0,"Persson, Martin E"
2024,Spring,2024-sp,ACCY,510,Financial Reporting Standards,LCD,0,10,5,4,16,1,0,0,0,0,0,0,0,0,"Persson, Martin E"
2024,Spring,2024-sp,ACCY,512,Data Analytics for Mgmt Acctg,LCD,0,20,2,4,0,1,0,0,0,0,0,0,0,0,"Wang, Wei"
2024,Spring,2024-sp,ACCY,512,Data Analytics for Mgmt Acctg,LCD,0,11,7,2,1,0,0,0,0,0,0,0,0,0,"Wang, Wei"
2024,Spring,2024-sp,ACCY,517,Financial Statement Analysis,ONL,3,13,8,2,0,0,0,0,0,0,0,0,0,0,"Brown, Nerissa"
2024,Spring,2024-sp,ACCY,517,Financial Statement Analysis,LCD,0,16,5,0,1,0,0,0,0,0,0,0,0,0,"Hamm, Brian K"
2024,Spring,2024-sp,ACCY,518,Financial Statement Fraud,LCD,25,4,0,1,0,0,0,0,0,0,0,0,0,0,"Nekrasz, Frank"
2024,Spring,2024-sp,ACCY,519,Govt & NFP Accounting,ONL,6,3,3,2,1,4,2,0,0,0,0,0,0,1,"Ulla, Jennifer W"
2024,Spring,2024-sp,ACCY,551,Corporate Income Taxation,LCD,2,3,6,6,3,1,0,0,0,0,0,0,0,0,"Hutchens, Matthew"
2024,Spring,2024-sp,ACCY,552,Partnership Income Taxation,LCD,1,14,7,5,8,0,0,0,0,0,0,0,0,0,"Sternburg, Thomas"
2024,Spring,2024-sp,ACCY,571,Stat Analyses for Accountancy,LCD,2,13,8,1,0,0,0,0,0,0,0,0,0,0,"Lu, Zhenzhong L"
2024,Spring,2024-sp,ACCY,574,Risk Management and Innovation,ONL,0,94,5,1,1,1,1,1,0,0,0,0,1,0,"Leiby, Justin"
2024,Spring,2024-sp,ACCY,575,Data Analytics Apps in ACCY,LCD,0,14,8,7,1,0,0,0,0,0,0,0,0,0,"Penn, Michael W"
2024,Spring,2024-sp,ACCY,575,Data Analytics Apps in ACCY,LCD,6,23,1,1,0,0,0,0,0,0,0,0,0,0,"Penn, Michael W"
2024,Spring,2024-sp,ACCY,575,Data Analytics Apps in ACCY,LCD,6,15,4,6,1,0,0,0,0,0,0,0,0,0,"Zhu, Wei"
2024,Spring,2024-sp,ACCY,575,Data Analytics Apps in ACCY,LCD,10,12,3,3,1,0,0,0,1,0,0,0,0,0,"Zhu, Wei"
2024,Spring,2024-sp,ACCY,575,Data Analytics Apps in ACCY,LCD,4,13,7,0,1,0,0,0,0,0,0,0,0,0,"Penn, Michael W"
2024,Spring,2024-sp,ACCY,576,Data Preparation for Accting,ONL,21,19,4,1,1,0,0,1,0,0,0,0,0,0,"Guymon, Ronald N"
2024,Spring,2024-sp,ACCY,577,Machine Learning for Accting,ONL,3,21,9,2,5,1,0,0,0,0,0,0,1,0,"Lu, Zhenzhong L"
2024,Spring,2024-sp,ACCY,593,Disruption & Emerging Tech,ONL,62,50,4,1,2,1,0,0,0,0,0,0,0,0,"Brunner, Robert J"
2024,Spring,2024-sp,ACE,100,Intro to Applied Micro,DIS,1,4,4,2,3,2,3,4,3,2,0,0,1,0,"Gundersen, Lisa C"
2024,Spring,2024-sp,ACE,100,Intro to Applied Micro,DIS,3,6,9,3,2,0,3,4,0,0,0,0,0,0,"Gundersen, Lisa C"
2024,Spring,2024-sp,ACE,100,Intro to Applied Micro,DIS,7,3,7,2,5,2,2,1,1,0,0,0,0,0,"Gundersen, Lisa C"
2024,Spring,2024-sp,ACE,161,Microcomputer Applications,ONL,0,30,0,0,14,0,0,2,0,0,0,0,0,0,"Burnett, Meghan L"
2024,Spring,2024-sp,ACE,161,Microcomputer Applications,OLB,0,16,0,0,8,0,0,4,0,0,0,0,0,1,"Lo, Alexander C"
2024,Spring,2024-sp,ACE,199,Applied Statistics Lab,LBD,19,0,0,1,0,0,0,1,0,0,0,0,0,0,"Valdebenito Ram, Rocio I"
2024,Spring,2024-sp,ACE,199,"Women, Money and Power",Onl,13,19,0,0,7,0,0,0,0,0,3,0,2,0,"Fee, Presley S"
2024,Spring,2024-sp,ACE,210,Environmental Economics,LEC,11,21,16,11,14,9,5,8,2,0,4,2,1,0,"Damon, Lisa A"
2024,Spring,2024-sp,ACE,221,Negotiation,LCD,105,25,7,4,5,3,3,3,0,0,1,0,0,0,"Stoddard, Paul B"
2024,Spring,2024-sp,ACE,231,Food and Agribusiness Mgt,LCD,11,22,24,19,20,9,6,4,0,1,0,0,1,0,"Stoddard, Paul B"
2024,Spring,2024-sp,ACE,232,Farm Management,LCD,0,8,10,3,13,6,4,2,1,1,1,0,0,0,"Elmore, Ailie C"
2024,Spring,2024-sp,ACE,240,Personal Financial Planning,ONL,372,156,0,0,58,0,0,21,0,0,13,0,22,1,"Lemoine, Craig"
2024,Spring,2024-sp,ACE,240,Personal Financial Planning,LCD,13,27,19,10,5,3,2,0,1,1,1,0,1,0,"Sanchez, Donovan"
2024,Spring,2024-sp,ACE,251,The World Food Economy,OLC,20,42,27,28,13,4,3,2,4,1,1,1,2,0,"Michelson, Hope C"
2024,Spring,2024-sp,ACE,262,App Stat Mthds & Data AnlytcsI,LEC,4,14,15,4,18,9,7,5,2,0,4,2,1,0,"Gundersen, Lisa C"
2024,Spring,2024-sp,ACE,264,App Stat Mthds & Data Anlytcs2,LCD,25,21,19,11,10,9,5,7,0,0,1,0,0,0,"Hultgren, Andrew B"
2024,Spring,2024-sp,ACE,270,Consumer Economics,LEC,4,11,5,5,3,3,0,0,0,0,0,0,1,0,"Gundersen, Lisa C"
2024,Spring,2024-sp,ACE,300,Interm. Applied Microeconomics,LEC,11,18,5,12,14,10,4,7,3,0,2,2,0,1,"Endres, Renata"
2024,Spring,2024-sp,ACE,306,Food Law,LCD,3,16,6,2,11,1,1,2,0,0,1,0,0,0,"Endres, A B"
2024,Spring,2024-sp,ACE,310,Natural Resource Economics,LEC,7,11,8,6,7,0,2,3,0,2,0,0,1,0,"Endres, Renata"
2024,Spring,2024-sp,ACE,344,FinTech Pers Fin & Fin Plan,ONL,20,13,3,4,3,1,1,0,2,0,0,0,0,0,"Sigauke, Tapiwa"
2024,Spring,2024-sp,ACE,345,Finan Decision Indiv Sm Bus,LCD,4,10,13,17,11,4,2,2,3,2,1,0,0,0,"Elmore, Ailie C"
2024,Spring,2024-sp,ACE,360,Spreadsheet Models & Applic,LBD,0,20,0,0,5,0,0,2,0,0,0,0,0,0,"Burnett, Meghan L"
2024,Spring,2024-sp,ACE,360,Spreadsheet Models & Applic,ONL,0,29,2,0,2,2,0,3,0,0,0,0,2,1,"Campbell, William D"
2024,Spring,2024-sp,ACE,398,"Rec, Sprt, & Tour Econ Croatia",LCD,9,8,2,0,2,0,0,0,0,0,0,0,0,0,"Endres, Renata"
2024,Spring,2024-sp,ACE,403,Agricultural Law,LCD,5,3,5,7,0,1,0,0,0,0,0,0,0,0,"Coppess, Jonathan W"
2024,Spring,2024-sp,ACE,410,Energy Economics,LCD,11,9,5,4,3,1,1,0,0,0,0,0,0,0,"Gerveni, Maria"
2024,Spring,2024-sp,ACE,427,Commodity Price Analysis,LCD,0,12,4,5,9,6,1,1,1,0,0,0,0,0,"Janzen, Joseph P"
2024,Spring,2024-sp,ACE,428,Commodity Futures and Options,LCD,8,11,10,1,0,10,2,2,2,2,1,0,1,0,"Stoddard, Paul B"
2024,Spring,2024-sp,ACE,430,Food Marketing,LCD,1,4,2,6,5,3,5,1,2,0,2,0,0,0,"Goldsmith, Peter D"
2024,Spring,2024-sp,ACE,432,Advanced Farm Management,LCD,10,4,3,1,1,1,1,1,0,0,0,1,0,0,"Raab, Dwight D"
2024,Spring,2024-sp,ACE,435,Global Agribusiness Management,LCD,37,31,6,9,6,2,1,0,0,0,0,0,0,0,"Colussi, Joana"
2024,Spring,2024-sp,ACE,440,Finan Plan for Professionals,LCD,13,35,0,0,10,0,0,2,0,0,1,0,0,0,"Allen, Sharon C"
2024,Spring,2024-sp,ACE,444,Finan Serv & Invest Plan,LCD,10,26,1,1,6,2,0,5,0,0,3,0,0,1,"Sherrick, Bruce J"
2024,Spring,2024-sp,ACE,446,Modeling App's Finan Plan,LBD,3,10,0,6,5,0,0,3,0,0,1,0,0,0,"Sherrick, Bruce J"
2024,Spring,2024-sp,ACE,449,Retirement & Benefit Planning,LCD,2,18,22,16,8,6,1,1,0,0,0,0,0,0,"Sanchez, Donovan"
2024,Spring,2024-sp,ACE,451,Agriculture in Intl Dev,LCD,5,2,2,9,2,2,0,4,0,0,0,0,0,0,"McNamara, Paul E"
2024,Spring,2024-sp,ACE,456,Agricultural and Food Policies,LCD,2,14,0,4,11,0,0,1,0,0,0,0,1,0,"Hutchins, Jared P"
2024,Spring,2024-sp,ACE,474,Economics of Consumption,LCD,7,13,3,6,10,6,1,4,0,0,0,0,0,1,"Xu, Yilan"
2024,Spring,2024-sp,ACE,476,Behavioral Economics,LCD,0,11,9,10,4,2,4,2,1,0,0,0,0,1,"Herrera Almanza, Catalina"
2024,Spring,2024-sp,ACES,102,Intro Sustainable Food Systems,LCD,0,30,13,2,2,1,1,0,0,0,0,0,1,0,"Ball, Anna L"
2024,Spring,2024-sp,ACES,298,International Experience,LCD,18,2,0,0,0,0,0,1,0,0,0,0,0,0,"Ball, Anna L"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,19,12,0,0,0,0,0,0,0,0,1,0,1,0,"Du, Weiting"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,23,9,0,1,2,0,0,0,0,0,1,0,1,0,"Lyerla, Mackenzie M"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,22,8,1,2,1,0,0,1,0,0,0,0,0,0,"Du, Weiting"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,21,11,0,0,3,0,1,0,0,0,0,0,0,0,"Lyerla, Mackenzie M"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,23,8,0,0,1,0,0,0,0,0,0,0,1,0,"Liu, Yan"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,15,15,1,0,0,1,0,0,0,0,0,0,0,0,"Zhao, Zixuan"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,27,7,0,0,0,0,0,0,0,0,1,0,0,0,"Liu, Yan"
2024,Spring,2024-sp,ADV,150,Introduction to Advertising,DIS,12,14,2,0,3,0,0,1,0,0,1,0,0,0,"Zhao, Zixuan"
2024,Spring,2024-sp,ADV,175,Diversity in Advertising,LEC,0,104,35,17,8,3,2,3,0,0,0,0,0,0,"Chambers, Jason P"
2024,Spring,2024-sp,ADV,200,Data Literacy,LAB,0,7,3,6,5,3,2,1,0,0,2,0,0,0,"Taneja, Harsh"
2024,Spring,2024-sp,ADV,200,Data Literacy,LAB,0,3,3,2,2,2,4,4,1,0,1,0,0,0,"Taneja, Harsh"
2024,Spring,2024-sp,ADV,201,Personal Branding,ONL,7,91,24,8,9,4,1,1,1,0,1,1,0,0,"Oh, Sanghwa"
2024,Spring,2024-sp,ADV,250,Advertising and Brand Strategy,LEC,1,101,14,4,6,2,1,2,1,3,0,1,0,0,"Meron, Shachar"
2024,Spring,2024-sp,ADV,270,Principles of Sales,ONL,24,9,6,7,5,2,1,1,5,0,1,0,2,0,"Clifton, Dionne J"
2024,Spring,2024-sp,ADV,281,Advertising Research Methods,DIS,2,3,2,4,0,5,4,1,3,0,0,1,2,0,"Zhang, Shiyue"
2024,Spring,2024-sp,ADV,281,Advertising Research Methods,DIS,3,0,7,1,5,4,3,1,1,0,1,0,1,0,"Zhang, Shiyue"
2024,Spring,2024-sp,ADV,281,Advertising Research Methods,DIS,1,1,3,3,2,2,4,1,3,0,2,1,0,0,"Rahman, Nisa P"
2024,Spring,2024-sp,ADV,281,Advertising Research Methods,DIS,3,2,1,1,4,8,0,3,2,1,1,2,1,0,"Rahman, Nisa P"
2024,Spring,2024-sp,ADV,284,Consumer Insight,DIS,11,10,10,0,0,0,0,0,0,0,1,0,0,1,"Randolph, Zoe J"
2024,Spring,2024-sp,ADV,284,Consumer Insight,DIS,3,15,5,3,3,3,1,0,1,0,0,0,0,0,"Fukada, Masashi J"
2024,Spring,2024-sp,ADV,284,Consumer Insight,DIS,10,14,2,3,2,1,1,0,0,0,0,0,0,0,"Randolph, Zoe J"
2024,Spring,2024-sp,ADV,284,Consumer Insight,DIS,9,11,4,4,3,1,1,0,0,0,0,0,0,0,"Fukada, Masashi J"
2024,Spring,2024-sp,ADV,290,AI and Advertising,LCD,18,4,0,2,0,0,0,0,0,0,1,0,0,0,"Peacock, Marisa C"
2024,Spring,2024-sp,ADV,301,Becoming an Influencer,LCD,21,20,3,3,6,1,0,1,0,0,2,0,0,0,"Wilson, Carrie A"
2024,Spring,2024-sp,ADV,310,Intro to Public Relations,LCD,5,65,28,12,20,3,6,5,1,0,0,0,0,1,"Hitchon, Jacqueline C"
2024,Spring,2024-sp,ADV,314,Sports Public Relations,LCD,32,2,3,0,2,0,0,0,0,0,0,0,0,0,"Brown, Kent W"
2024,Spring,2024-sp,ADV,320,Sales Management,ONL,39,28,11,11,13,2,3,3,2,3,0,1,2,0,"Clifton, Dionne J"
2024,Spring,2024-sp,ADV,350,Writing for Public Relations,LCD,6,18,0,0,1,0,0,0,0,0,0,0,0,0,"Hitchon, Jacqueline C"
2024,Spring,2024-sp,ADV,350,Writing for Public Relations,LCD,2,14,3,1,0,0,1,0,0,0,1,0,0,0,"Vance, Allison C"
2024,Spring,2024-sp,ADV,360,Innovations in Advertising,DIS,0,11,7,2,4,0,1,0,0,0,1,0,0,0,"Park, Se Il"
2024,Spring,2024-sp,ADV,360,Innovations in Advertising,DIS,0,21,4,0,1,0,0,0,0,0,0,0,0,0,"Park, Se Il"
2024,Spring,2024-sp,ADV,360,Innovations in Advertising,DIS,0,18,4,1,3,1,1,0,0,0,0,0,0,0,"Lee, Yujin"
2024,Spring,2024-sp,ADV,370,Sales and the Consumer,ONL,43,8,8,5,2,1,4,1,0,0,0,0,0,0,"Clifton, Dionne J"
2024,Spring,2024-sp,ADV,390,Content Creation,LCD,0,36,16,18,19,8,9,1,2,0,1,0,0,0,"Sheldon, Peter S"
2024,Spring,2024-sp,ADV,393,Advertising and Society,LCD,5,18,2,1,7,1,0,0,0,0,0,0,0,0,"Vargas, Patrick T"
2024,Spring,2024-sp,ADV,400,Copywriting,LCD,0,31,2,1,2,2,1,0,1,0,0,0,0,0,"Meron, Shachar"
2024,Spring,2024-sp,ADV,409,Media Entrepreneurship,ONL,4,23,3,1,0,0,1,0,0,0,0,0,0,0,"Kasdan, Terry P"
2024,Spring,2024-sp,ADV,410,Public Relations Strategies,LCD,2,4,4,0,9,2,1,1,1,0,0,0,1,0,"Wirtz, John"
2024,Spring,2024-sp,ADV,410,Public Relations Strategies,LCD,1,6,2,0,9,1,0,0,2,0,0,0,0,0,"Wirtz, John"
2024,Spring,2024-sp,ADV,480,Social Media Analytics,LCD,28,2,1,0,0,1,0,0,0,0,0,0,0,0,"Su, Leona Yi-Fan"
2024,Spring,2024-sp,ADV,483,Audience Analysis,LCD,0,10,7,8,2,3,1,0,1,0,0,0,0,0,"Sar, Sela"
2024,Spring,2024-sp,ADV,483,Audience Analysis,LCD,0,18,7,4,1,5,1,0,0,0,0,0,1,0,"Sar, Sela"
2024,Spring,2024-sp,ADV,483,Audience Analysis,LCD,1,10,7,4,1,4,2,4,0,2,0,1,0,0,"Wise, Kevin R"
2024,Spring,2024-sp,ADV,490,Digital Portfolio,LCD,15,9,5,1,2,1,0,0,0,0,0,0,1,0,"Muirhead, Susan P"
2024,Spring,2024-sp,ADV,490,Storytelling for Video in ADV,LCD,4,9,3,1,2,0,0,1,0,0,0,0,1,0,"Gleason, Andrew F"
2024,Spring,2024-sp,ADV,582,Qualitative Rsrch in Advert,LCD,2,8,6,3,3,0,0,0,0,0,0,0,0,0,"Nelson, Michelle R"
2024,Spring,2024-sp,AE,140,CAD,LCD,0,17,6,2,3,2,1,0,0,0,1,0,1,1,"Laystrom-Woodar, Julia K"
2024,Spring,2024-sp,AE,199,"Design, Build, Fly",DIS,1,6,11,2,0,1,0,0,0,0,0,0,0,0,"Merret, Jason M"
2024,Spring,2024-sp,AE,202,Aerospace Flight Mechanics,LCD,9,41,10,2,0,0,1,0,0,0,0,0,2,0,"Wroblewski, Gabrielle E"
2024,Spring,2024-sp,AE,202,Aerospace Flight Mechanics,LCD,14,26,4,1,0,1,0,0,0,0,0,0,1,0,"Wroblewski, Gabrielle E"
2024,Spring,2024-sp,AE,311,Incompressible Flow,LEC,5,28,18,5,4,4,1,1,0,0,0,0,1,0,"Villafane Roca, Laura"
